statecode,state,districtcode,districtname,marketcode,marketname,latitude,longitude
MH,Maharashtra,361,Nashik,2142,Pimpalgaon Baswant(Saykheda) APMC,20.091443311754897,74.04329891044425
MH,Maharashtra,361,Nashik,4035,Premium Krushi Utpanna Bazar  APMC,19.998524414399956,74.12810756078684
MH,Maharashtra,361,Nashik,1633,Satana APMC,20.633112130482992,74.17622788396925
MH,Maharashtra,361,Nashik,4038,Shivsiddha Govind Producer Company Limited Sanchal APMC,19.87784137515814,73.7840785320294
MH,Maharashtra,361,Nashik,4033,Shree Rameshwar Krushi Market  APMC,20.266522722188178,73.42818220503793
MH,Maharashtra,361,Nashik,1644,Sinner APMC,19.886668229672303,74.01983155282967
MH,Maharashtra,361,Nashik,2040,Suragana APMC,20.557515247517166,73.70161578843357
MH,Maharashtra,361,Nashik,3458,Umrane APMC,20.484973688676014,74.2693909081112
MH,Maharashtra,361,Nashik,159,Yeola APMC,20.083194745008775,74.57172003683137
MH,Maharashtra,363,Parbhani,3463,Bori APMC,19.43609831093041,76.78079723372724
MH,Maharashtra,363,Parbhani,1324,Gangakhed APMC,18.92831910614815,76.71765011001501
MH,Maharashtra,363,Parbhani,4023,Hari Har Khajagi Bazar Parisar APMC,19.426852214764022,76.23960814914837
MH,Maharashtra,363,Parbhani,566,Jintur APMC,19.63449828577315,76.75491342704457
MH,Maharashtra,363,Parbhani,1325,Manwat APMC,19.20705578698676,76.66257111933946
MH,Maharashtra,363,Parbhani,1911,Palam APMC,19.006270541321907,77.03465629579576
MH,Maharashtra,363,Parbhani,567,Parbhani APMC,19.274655921092915,76.62801660797474
MH,Maharashtra,363,Parbhani,1909,Pathari APMC,19.209976128842204,76.41005189630444
MH,Maharashtra,363,Parbhani,1908,Purna APMC,19.196898366428975,76.99224703344882
MH,Maharashtra,363,Parbhani,4778,Sailu APMC,18.996695823654143,77.0129493942826
MH,Maharashtra,363,Parbhani,4006,Samartha Krushi Bajar Private Limited  APMC,19.641896252536057,76.43889473640552
MH,Maharashtra,363,Parbhani,1326,Selu APMC,19.457731868203936,76.37898854765315
MH,Maharashtra,363,Parbhani,4019,Shree Salasar Krushi Bazar  APMC,19.43095684590053,76.73291148480688
MH,Maharashtra,363,Parbhani,3457,Sirsam APMC,18.934442839242525,76.82061830593872
MH,Maharashtra,363,Parbhani,2047,Sonpeth APMC,18.950391692425725,76.54233641902655
MH,Maharashtra,363,Parbhani,1910,Tadkalas APMC,19.06237957301456,76.949797947959
MH,Maharashtra,364,Pune,552,Baramati APMC,18.228691170633645,74.67810409202426
MH,Maharashtra,364,Pune,1899,Bhor APMC,18.130796284753032,73.79217846692748
MH,Maharashtra,364,Pune,1305,Dound APMC,18.269194869270134,74.41183453582484
MH,Maharashtra,364,Pune,1118,Indapur APMC,18.224413301022675,74.94105118532535
MH,Maharashtra,364,Pune,2145,Indapur(Bhigwan) APMC,18.269165760578872,74.73629751303604
MH,Maharashtra,364,Pune,3134,Indapur(Nimgaon Ketki) APMC,18.001669801741954,74.9611225219883
MH,Maharashtra,364,Pune,1306,Junnar APMC,19.18070972928819,74.11402837975164
MH,Maharashtra,364,Pune,3128,Junnar(Alephata) APMC,19.164725320183766,74.09639074115456
MH,Maharashtra,364,Pune,3129,Junnar(Bhlhe) APMC,19.15524646856476,74.14462228529337
MH,Maharashtra,364,Pune,3130,Junnar(Narayangaon) APMC,19.14592273081909,73.92702603598481
MH,Maharashtra,364,Pune,2146,Junnar(Otur) APMC,19.253687782033673,74.03439938198927
MH,Maharashtra,364,Pune,165,Khed APMC,18.60257432339607,73.83708276433987
MH,Maharashtra,364,Pune,2147,Khed(Chakan) APMC,18.750974981222065,73.99050282547722
MH,Maharashtra,364,Pune,3451,Khed(Shel Pimpalgaon) APMC,18.751581506861395,73.93972511983455
MH,Maharashtra,364,Pune,553,Manchar APMC,18.968671788195397,73.94627226521395
MH,Maharashtra,364,Pune,2042,Mulshi APMC,18.497625905484615,73.52803271480204
MH,Maharashtra,364,Pune,1307,Nira APMC,18.058227906163278,74.17192473667441
MH,Maharashtra,364,Pune,2706,Nira(Saswad) APMC,18.44623039812259,73.94590426992166
MH,Maharashtra,364,Pune,164,Pune APMC,18.22314419653098,74.33790428902586
MH,Maharashtra,364,Pune,2149,Pune(Khadiki) APMC,18.543923193722126,73.91092940272074
MH,Maharashtra,364,Pune,3449,Pune(Manjri) APMC,18.60081724498134,74.01875606549785
MH,Maharashtra,364,Pune,3450,Pune(Moshi) APMC,18.704108676172158,73.99730055636098
MH,Maharashtra,364,Pune,2148,Pune(Pimpri) APMC,18.604646001508222,73.8479281646991
MH,Maharashtra,364,Pune,1654,Shirur APMC,18.766483339639382,74.20512504026871
MH,Maharashtra,364,Pune,1900,Talegaon Dabhade APMC,18.760985148269334,73.58334201538784
MH,Maharashtra,365,Raigad,1276,Alibagh APMC,18.666780202114975,72.93121144740591
MH,Maharashtra,365,Raigad,1277,Karjat(Raigad) APMC,18.94027387578661,73.28062837337066
MH,Maharashtra,365,Raigad,1884,Khalapur (Shil-Phata) APMC,18.75920646898606,73.17019524005246
MH,Maharashtra,365,Raigad,1885,Mahad APMC,18.503788530685494,73.14293143310923
MH,Maharashtra,365,Raigad,1886,Mangaon APMC,18.312584032968285,73.36960925136692
MH,Maharashtra,365,Raigad,1887,Murud APMC,18.39311499038018,72.9448756357348
MH,Maharashtra,365,Raigad,1631,Panvel APMC,18.890924415893412,73.12352614687217
MH,Maharashtra,365,Raigad,1888,Pen APMC,18.715492957250422,73.18619948080052
MH,Maharashtra,365,Raigad,1278,Roha APMC,18.508304720654962,73.11858896127244
MH,Maharashtra,366,Ratnagiri,1651,Ratnagiri (Nachane) APMC,16.998634330881902,73.26558737595913
MH,Maharashtra,367,Sangli,1901,Aatpadi APMC,16.98453224432243,74.8434573377505
MH,Maharashtra,367,Sangli,1308,Islampur APMC,16.975551102430874,74.27199396269806
MH,Maharashtra,367,Sangli,1903,Palus APMC,16.93415732550786,74.48067546760323
MH,Maharashtra,367,Sangli,166,Sangli APMC,16.83832979745803,74.55184125382286
MH,Maharashtra,367,Sangli,2710,Sangli(Miraj) APMC,16.86987475881853,74.51540037858642
MH,Maharashtra,367,Sangli,2150,"Sangli(Phale, Bhajipura Market) APMC",17.016222638006862,74.50754632172072
MH,Maharashtra,367,Sangli,3454,Shirala APMC,17.172562508879537,74.15352117809118
MH,Maharashtra,367,Sangli,1640,Tasgaon APMC,17.00120956489671,74.58049942580637
MH,Maharashtra,367,Sangli,1902,Vita APMC,17.301222631248688,74.49917710264376
MH,Maharashtra,368,Satara,1309,Dahivadi APMC,17.67780760166661,74.44735481139024
MH,Maharashtra,368,Satara,1904,Jawali APMC,18.001972486789498,73.84690995139952
MH,Maharashtra,368,Satara,1310,Karad APMC,17.2493146719723,74.22031150225439
MH,Maharashtra,368,Satara,1311,Koregaon APMC,17.781075451887315,74.2237503856929
MH,Maharashtra,368,Satara,554,Lonand APMC,18.005772702090905,74.05222625469553
MH,Maharashtra,368,Satara,1658,Patan APMC,17.37028549708049,74.01403684378448
MH,Maharashtra,368,Satara,1312,Phaltan APMC,17.986656421148314,74.39645977621005
MH,Maharashtra,368,Satara,1313,Satara APMC,17.287714020999424,74.1953771749992
MH,Maharashtra,368,Satara,1314,Vaduj APMC,17.5310016034635,74.49640639923207
MH,Maharashtra,368,Satara,1315,Vai APMC,17.828488220759386,73.8993190416353
MH,Maharashtra,369,Sholapur,1636,Akkalkot APMC,17.9008795551878,75.95139103312516
MH,Maharashtra,369,Sholapur,1637,Akluj APMC,17.82812960914397,74.99108736401321
MH,Maharashtra,369,Sholapur,167,Barshi APMC,20.617195234873435,77.1272143823705
MH,Maharashtra,369,Sholapur,2151,Barshi(Vairag) APMC,17.77822050401106,75.52780318184556
MH,Maharashtra,369,Sholapur,3141,Dudhani APMC,17.622152756463066,75.60044889649349
MH,Maharashtra,369,Sholapur,1316,Karmala APMC,17.832770100086293,75.79602572214726
MH,Maharashtra,369,Sholapur,1317,Kurdwadi APMC,18.12890904867989,75.80400432651291
MH,Maharashtra,369,Sholapur,2152,Kurdwadi(Modnimb) APMC,17.73554957596078,75.75634516257351
MH,Maharashtra,369,Sholapur,3996,Laxmi Sopan Agriculture Produce Marketing Co Ltd APMC,17.843869465653693,75.96218969444728
MH,Maharashtra,369,Sholapur,1318,Mangal Wedha APMC,17.801851692252015,75.26538298611757
MH,Maharashtra,369,Sholapur,1905,Mohol APMC,17.811112063499916,75.6937625005729
MH,Maharashtra,369,Sholapur,555,Pandharpur APMC,17.69150501727257,75.26894868994836
MH,Maharashtra,369,Sholapur,4028,Perfect Krishi Market Yard Pvt Ltd  APMC,18.04942070564358,75.85766709932136
MH,Maharashtra,369,Sholapur,556,Sangola APMC,17.591954657133197,75.43678501577887
MH,Maharashtra,369,Sholapur,168,Solapur APMC,17.73784340251196,75.88768953504854
MH,Maharashtra,370,Sindhudurg,1892,Sindhudurg APMC,16.220305900826233,73.70363080009193
MH,Maharashtra,371,Thane,1279,Bhivandi APMC,19.29680331326954,73.04776747893904
MH,Maharashtra,371,Thane,1893,Dahanu APMC,19.101493592111623,73.0690165973116
MH,Maharashtra,371,Thane,169,Kalyan APMC,19.308956936429382,73.08377340156984
MH,Maharashtra,371,Thane,3133,Kalyan(Cattle Market) APMC,19.06019402103324,73.00777002290927
MH,Maharashtra,371,Thane,4745,Mumbai-Onion And Potato Mkt APMC,19.110679253742916,72.94953592176704
MH,Maharashtra,371,Thane,1889,Murbad APMC,19.06468495139897,73.03519797764382
MH,Maharashtra,371,Thane,1890,Palghar APMC,19.101323092301044,73.06081024830456
MH,Maharashtra,371,Thane,1891,Shahapur APMC,19.531359245196036,73.46135749277171
MH,Maharashtra,371,Thane,1281,Ulhasnagar APMC,19.239540861657336,73.23631443630242
MH,Maharashtra,371,Thane,1280,Vasai APMC,19.06640824438156,73.02433733007187
MH,Maharashtra,372,Vashim,4030,Jai Gajanan Krishi Bazar APMC,17.36504164010279,73.03844535423698
MH,Maharashtra,372,Vashim,568,Karanja APMC,19.017208759338292,73.06014890059959
MH,Maharashtra,372,Vashim,4011,Krushna Krishi Bazar  APMC,21.11417669616214,77.64781177149398
MH,Maharashtra,372,Vashim,1932,Malegaon(Vashim) APMC,19.125689340446986,72.96316550656381
MH,Maharashtra,372,Vashim,1343,Mangrulpeer APMC,20.41961704102576,77.30106721261052
MH,Maharashtra,372,Vashim,1344,Manora APMC,18.949051742195202,72.97132583444117
MH,Maharashtra,372,Vashim,4001,N N Mundhada Agriculture Market Produce  APMC,20.549128785955148,79.6370577099133
MH,Maharashtra,372,Vashim,1345,Risod APMC,19.096525828578635,72.94767152674268
MH,Maharashtra,372,Vashim,4032,Shetkari Krushi Bazar APMC,17.567573336953732,73.30651454573034
MH,Maharashtra,372,Vashim,4016,Shri Balaji krishi Utpanna Bazar Samiti  APMC,17.090810520068015,73.46514982439855
MH,Maharashtra,372,Vashim,1632,Washim APMC,20.29866442735921,77.31928174080284
MH,Maharashtra,372,Vashim,2162,Washim(Ansing) APMC,17.440913637261747,73.4652122816391
MH,Maharashtra,373,Wardha,3984,Arihant Krishi Utpan Bazar  APMC,20.91498604677312,78.70558027646784
MH,Maharashtra,373,Wardha,1358,Arvi APMC,20.949021632178383,78.16368084110387
MH,Maharashtra,373,Wardha,1941,Ashti APMC,21.218593795965173,78.09746178165341
MH,Maharashtra,373,Wardha,2166,Ashti(Karanja) APMC,20.76934290419337,79.15740998718414
MH,Maharashtra,373,Wardha,3998,Higanghat Infrastructure Private Limited APMC,20.68536244815744,78.36044379977618
MH,Maharashtra,373,Wardha,170,Hinganghat APMC,20.508665035930953,78.77704946920664
MH,Maharashtra,373,Wardha,1359,Pulgaon APMC,20.803277808352373,78.34917293266156
MH,Maharashtra,373,Wardha,3994,Sai Agro Infratrade Pvt Agri Market APMC,21.159970888819416,78.46707520854895
MH,Maharashtra,373,Wardha,1942,Samudrapur APMC,20.55946040588731,79.08245408238169
MH,Maharashtra,373,Wardha,1360,Sindi APMC,20.772333818929813,78.88606023299904
MH,Maharashtra,373,Wardha,3139,Sindi(Selu) APMC,20.788593246815196,78.86232034690367
MH,Maharashtra,373,Wardha,1635,Wardha APMC,20.549525058873463,78.82197123318164
MH,Maharashtra,374,Yavatmal,2048,Aarni APMC,20.104630133741797,78.85966746523539
MH,Maharashtra,374,Yavatmal,1929,Babhulgaon APMC,20.589848847580907,78.16398147767512
MH,Maharashtra,374,Yavatmal,3986,Balaji Krushi Market APMC,19.922336901619683,78.24945479645646
MH,Maharashtra,374,Yavatmal,1925,Bori Arab APMC,19.833575191462746,78.06331674918623
MH,Maharashtra,374,Yavatmal,4027,Cottoncity Agro Foods Private Ltd APMC,20.099610343806823,78.3753359929695
MH,Maharashtra,374,Yavatmal,1337,Darwha APMC,20.390210549139372,77.73110357996481
MH,Maharashtra,374,Yavatmal,575,Digras APMC,20.07644598885844,77.75584136123267
MH,Maharashtra,374,Yavatmal,1338,Ghatanji APMC,20.042769091305715,78.24967047555832
MH,Maharashtra,374,Yavatmal,3987,Jagdamba Agrocare APMC,20.01107913667535,78.55154901525603
MH,Maharashtra,374,Yavatmal,1931,Kalamb APMC,20.427686687060607,78.27856430201652
MH,Maharashtra,374,Yavatmal,3979,Kisan Market Yard APMC,20.428894473943306,77.18288311234697
MH,Maharashtra,374,Yavatmal,1339,Mahagaon APMC,19.828462175390133,77.75859977614698
MH,Maharashtra,374,Yavatmal,3985,Mahavir Agriculture Produce Market  APMC,20.115118688214608,78.44085622787566
MH,Maharashtra,374,Yavatmal,3978,Mahavira Agricare APMC,20.122929937417926,78.58488775922868
MH,Maharashtra,374,Yavatmal,4018,"Mahesh Krushi Utpanna Bazar, Digras APMC",19.817559433980467,78.21898526071124
MH,Maharashtra,374,Yavatmal,1926,Maregoan APMC,20.158947539059433,78.7189379660048
MH,Maharashtra,374,Yavatmal,1927,Ner Parasopant APMC,19.415740443185136,78.18653721626502
MH,Maharashtra,374,Yavatmal,1340,Pandhakawada APMC,19.99229851203723,78.60785403563348
MH,Maharashtra,374,Yavatmal,1341,Pusad APMC,19.847591065219373,77.43611043155036
MH,Maharashtra,374,Yavatmal,1928,Ralegaon APMC,20.418885543531914,78.46331667522995
MH,Maharashtra,374,Yavatmal,3995,Ramdev Krushi Bazaar APMC,21.40136401815343,79.2706541908063
MH,Maharashtra,374,Yavatmal,4021,Renukadevi Private Market Yard  APMC,20.252530176274796,78.50450964002863
MH,Maharashtra,374,Yavatmal,3997,Shekari Krushi Khajgi Bazar APMC,19.982778145302554,78.42893932101593
MH,Maharashtra,374,Yavatmal,2161,Umarked(Danki) APMC,20.347292188870256,78.25809818858224
MH,Maharashtra,374,Yavatmal,1342,Umarkhed APMC,19.570689246530428,77.98694241618618
MH,Maharashtra,374,Yavatmal,576,Vani APMC,20.257213029875206,78.45147466341238
MH,Maharashtra,374,Yavatmal,577,Yeotmal APMC,20.08069317140464,78.06565429357384
MH,Maharashtra,374,Yavatmal,1930,ZariZamini APMC,20.27329761622925,78.500013600468
MN,Manipur,375,Bishnupur,584,Bishenpur APMC,24.542117920935887,93.81753290171702
MN,Manipur,378,Imphal East,171,Lamlong Bazaar APMC,24.90395953989443,93.94366101847899
MN,Manipur,379,Imphal West,583,Imphal APMC,24.807636438833327,93.96936407023601
MN,Manipur,380,Kakching,4398,Kakching Market APMC,24.265718124548293,93.86646026616909
MN,Manipur,384,Thoubal,1119,Thoubal APMC,24.576786140718433,93.92677017093874
MG,Meghalaya,386,East Garo Hills,1871,Williamnagar APMC,25.57104748406722,90.56703285515036
MG,Meghalaya,387,East Jaintia Hills,3157,Khliehriat APMC,25.23128979390406,92.26694409119905
MG,Meghalaya,388,East Khasi Hills,144,Mawiong Regulated Market APMC,25.26540410495805,91.65916072412632
MG,Meghalaya,388,East Khasi Hills,1872,Shillong APMC,25.57142921971533,91.87870234426407
MG,Meghalaya,388,East Khasi Hills,3154,Sohra APMC,25.493811552903964,91.55479693129902
MG,Meghalaya,389,Nongpoh (R-Bhoi),812,Nongpoh (R-Bhoi) APMC,25.90560054280047,91.98877842767811
MG,Meghalaya,391,South Garo Hills,544,Baghmara APMC,25.455882742435644,90.63926303345228
MG,Meghalaya,391,South Garo Hills,3160,Gasuapara APMC,25.239738816401786,90.33570737406623
MG,Meghalaya,392,South West Garo Hills,3162,Ampati APMC,25.547524217738587,89.99907799799355
MG,Meghalaya,392,South West Garo Hills,1869,Garobadha APMC,25.523514760697886,90.03873389560307
MG,Meghalaya,393,South West Khasi Hills,1873,Mawkyrwat APMC,25.321123356048997,91.33629546797762
MG,Meghalaya,394,West Garo Hills,1115,Dadengiri APMC,25.60030952993491,90.23167144661672
MG,Meghalaya,394,West Garo Hills,3161,Rongram APMC,25.289856692441052,90.85094552157305
MG,Meghalaya,394,West Garo Hills,1116,Tura APMC,25.588453720702194,90.14282461954613
MG,Meghalaya,395,West Jaintia Hills,3155,Dawki APMC,25.38668732727189,92.28768221840387
MG,Meghalaya,395,West Jaintia Hills,543,Jowai APMC,25.518319976769433,92.25127035223292
MG,Meghalaya,395,West Jaintia Hills,3158,Laskein APMC,25.510560575982506,92.4185639866371
MG,Meghalaya,395,West Jaintia Hills,3159,Wahiajer APMC,25.407848575605247,92.33006679925839
MG,Meghalaya,396,West Khasi Hills,1870,Nongstoin APMC,25.492569655724843,91.50609784825315
MZ,Mizoram,397,Aizawl,191,Dawrpuri APMC,23.68915264455462,92.6019373272727
MZ,Mizoram,397,Aizawl,586,Kolasib APMC,23.3017136480435,92.74095021205858
MZ,Mizoram,397,Aizawl,1687,Mission APMC,24.01136067302682,92.56207556227012
MZ,Mizoram,397,Aizawl,1120,Serchhip APMC,23.81430367098888,93.08795299486303
MZ,Mizoram,397,Aizawl,585,Vairengte APMC,23.493262239362938,92.71630690546088
MZ,Mizoram,398,Kolasib,1964,Bairabi APMC,24.146787313322125,92.5146027445253
MZ,Mizoram,399,Lungli,192,Lungli APMC,22.98334056349455,92.67430202964317
MZ,Mizoram,400,Mamit,1963,Kanhmun APMC,24.32643544550613,92.24390684220803
DL,NCT of Delhi,414,Delhi,3445,Azadpur APMC,28.636424306003207,77.20810632077026
DL,NCT of Delhi,414,Delhi,1629,"Fish,Poultry & Egg Market, Gazipur APMC",28.88271159682397,77.07147344737484
DL,NCT of Delhi,414,Delhi,2540,"Flower Market, Canaught Place(Pr. Yard,Mehrauli) APMC",28.577592320140727,77.44023585691458
DL,NCT of Delhi,414,Delhi,2539,"Flower Market, Fatehpuri(Principal Yard, Mehrauli) APMC",28.795813797442765,77.51913347630827
DL,NCT of Delhi,414,Delhi,1627,"Flower Market,Gazipur APMC",28.447667076717266,77.16659550613163
DL,NCT of Delhi,414,Delhi,1628,"Fodder Market, Mangolpuri APMC",28.440861597189016,76.77138436855395
DL,NCT of Delhi,414,Delhi,4707,"Fruit&Vegetable Market,Gazipur APMC",28.32566223936114,77.27869009283198
DL,NCT of Delhi,414,Delhi,423,Keshopur APMC,28.537247638137067,77.20999699355364
DL,NCT of Delhi,414,Delhi,1630,"Khoya Market, Kashmiri Gate APMC",28.59659089166897,77.33834082410267
DL,NCT of Delhi,414,Delhi,48,Najafgarh APMC,28.634580762353117,76.85576842616865
DL,NCT of Delhi,414,Delhi,47,Narela APMC,28.56994609005522,77.1892541635052
DL,NCT of Delhi,414,Delhi,424,Shahdara APMC,28.653827044719698,77.2712670526958
NG,Nagaland,402,Dimapur,1694,Dimapur APMC,25.94793661820199,93.66686010078992
NG,Nagaland,402,Dimapur,3290,Nuiland APMC,25.75218386218255,93.90655828419763
NG,Nagaland,403,Kiphire,3295,Kipheri APMC,25.822765560856986,94.83595718078313
NG,Nagaland,404,Kohima,195,Jalukie APMC,25.972423607046856,93.9717123204462
NG,Nagaland,404,Kohima,194,Khuzama APMC,25.55235534221533,94.13840599490472
NG,Nagaland,404,Kohima,1699,Kohima APMC,25.653030943422507,94.05904826198635
NG,Nagaland,405,Longleng,3294,Longleng APMC,26.546387142999258,94.83522812967355
NG,Nagaland,406,Mokokchung,3669,Mangkolemba APMC,26.532174422404353,94.39647368002528
NG,Nagaland,406,Mokokchung,589,Mokokchung Town APMC,26.453218821941263,94.47922159098945
NG,Nagaland,406,Mokokchung,3291,Tuli APMC,26.741013673489828,94.61369091877175
NG,Nagaland,407,Mon,4397,Mon APMC,26.625347309159704,94.94744560244298
NG,Nagaland,407,Mon,590,Naginimora APMC,26.784394260529602,94.86864550966716
NG,Nagaland,408,Peren,3296,Tenning APMC,25.385859860961652,93.63222178965972
NG,Nagaland,409,Phek,196,Pfatsero APMC,25.61859738095692,94.3137330122305
NG,Nagaland,409,Phek,1697,Phek APMC,25.62817530769193,94.46994658393211
NG,Nagaland,410,Tsemenyu,3292,Tsemenyu APMC,25.96360043148978,94.2306415561296
NG,Nagaland,411,Tuensang,1698,Tuensang APMC,26.275209819370307,94.70826103007849
NG,Nagaland,412,Wokha,3293,Baghty APMC,26.256350394931655,94.12720587841736
NG,Nagaland,412,Wokha,588,Wokha Town APMC,26.379747540029538,94.10630223504103
NG,Nagaland,413,Zunheboto,3289,Ghathashi APMC,25.81003766659245,94.44619745999265
NG,Nagaland,413,Zunheboto,1696,Zunheboto APMC,25.97485969582008,94.47592407154681
OR,Odisha,415,Angul,3090,Angaura APMC,18.38965933938259,82.36323878398048
OR,Odisha,415,Angul,197,Angul APMC,21.074151537288248,85.00562556240459
OR,Odisha,415,Angul,2712,Angul(Atthamallick) APMC,20.743866012711628,84.52061420372628
OR,Odisha,415,Angul,2711,Angul(Jarapada) APMC,20.8801068097887,84.79506392412279
OR,Odisha,415,Angul,3307,Pallahara APMC,21.548847926977963,85.32250068884404
OR,Odisha,415,Angul,1515,Talcher APMC,21.05102551619277,85.13248236105878
OR,Odisha,416,Balasore,4677,Balasore APMC,21.54734183227157,86.91806064408455
OR,Odisha,416,Balasore,1122,Bampada APMC,21.554873646764182,86.97077290267629
OR,Odisha,416,Balasore,3085,Barikpur APMC,21.844671475118517,86.55567969017555
OR,Odisha,416,Balasore,1513,Jaleswar APMC,21.388756231179066,87.09071862074384
OR,Odisha,416,Balasore,3306,Nilagiri APMC,21.45476291480318,86.80569810686153
OR,Odisha,417,Bargarh,198,Attabira APMC,21.444412205536228,83.80471963641669
OR,Odisha,417,Bargarh,199,Bargarh APMC,21.19453039786711,83.63711858058636
OR,Odisha,417,Bargarh,2714,Bargarh(Barapalli) APMC,21.23105521125083,83.60656316753935
OR,Odisha,417,Bargarh,3086,Godabhaga APMC,21.484024962931116,83.85155349903197
OR,Odisha,417,Bargarh,593,Padampur APMC,21.026928174779453,83.0444211901458
OR,Odisha,417,Bargarh,3093,Sohela APMC,21.252395957280715,83.35551210048338
OR,Odisha,419,Bhadrak,200,Bhadrak APMC,21.047380306483422,86.60743251390579
OR,Odisha,419,Bhadrak,1526,Chandabali APMC,20.809825711579684,86.68885147599153
OR,Odisha,419,Bhadrak,3087,Sahidngar APMC,21.478151065788445,86.67353616248222
OR,Odisha,421,Bolangir,595,Bolangir APMC,20.5181667904056,83.33661713438852
OR,Odisha,421,Bolangir,2719,Bolangir(Patnagarh) APMC,20.660099667760104,83.28267422736026
OR,Odisha,421,Bolangir,202,Kantabaji APMC,20.33627530856333,83.5478192381914
OR,Odisha,421,Bolangir,3080,Tusura APMC,20.54552733246626,83.42330237340786
OR,Odisha,422,Boudh,1507,Boudh APMC,20.586135705374726,83.9236608314608
OR,Odisha,422,Boudh,3082,Khunthabandha APMC,20.58169282610221,84.03211118317826
OR,Odisha,423,Cuttack,3305,Athagarh APMC,20.442100639223337,85.65684933265518
OR,Odisha,423,Cuttack,1517,Banki APMC,20.447268602065584,85.95841887024237
OR,Odisha,423,Cuttack,1502,Kendupatna APMC,20.83541241322418,85.70607050096383
OR,Odisha,423,Cuttack,2722,Kendupatna(Niali) APMC,20.537781487180016,85.95715538291984
OR,Odisha,423,Cuttack,4767,Rairangpur APMC,20.847743700610742,86.2587622949644
OR,Odisha,424,Deogarh,1518,Deogarh APMC,21.654749327651086,83.64369106797571
OR,Odisha,424,Deogarh,3094,Tileibani APMC,21.527515706919754,84.64163541010933
OR,Odisha,425,Dhenkanal,1514,Dhenkanal APMC,20.703786363320802,85.54931320854323
OR,Odisha,425,Dhenkanal,3308,Hindol APMC,20.732209102189838,85.33113255696266
OR,Odisha,425,Dhenkanal,1516,Kamakhyanagar APMC,20.957768287159002,85.60894927230687
OR,Odisha,425,Dhenkanal,3088,Mottagaon APMC,20.809468662420255,85.82686504202084
OR,Odisha,426,Gajapati,3081,Kasinagar APMC,18.92489095538474,83.76991095540492
OR,Odisha,426,Gajapati,1505,Parlakhemundi APMC,18.872195186232336,84.06043685808298
OR,Odisha,427,Ganjam,1506,Bhanjanagar APMC,20.027014831632822,84.49221445412815
OR,Odisha,427,Ganjam,1607,Digapahandi APMC,19.285283984428503,84.57841734291746
OR,Odisha,427,Ganjam,1527,Hinjilicut APMC,19.49638666067204,84.7827167592474
OR,Odisha,428,Jagatsinghpur,1503,Jagatsinghpur APMC,20.196070113631755,86.37317400160215
OR,Odisha,428,Jagatsinghpur,3304,Rahama APMC,20.341163223394584,86.37774505163816
OR,Odisha,429,Jajpur,204,Jajpur APMC,20.850021273757317,86.03736381747876
OR,Odisha,429,Jajpur,3091,Jhumpura APMC,20.939383713643434,86.03720666749447
OR,Odisha,430,Jharsuguda,1204,Jharsuguda APMC,21.823625728835633,83.92550246495041
OR,Odisha,431,Kalahandi,207,Bhawanipatna APMC,19.829797108911848,83.08122005181029
OR,Odisha,431,Kalahandi,205,Junagarh APMC,19.918581761345052,82.98857943646931
OR,Odisha,431,Kalahandi,2718,Kalahandi(Dharamagarh) APMC,19.876311451028556,82.82378522464641
OR,Odisha,431,Kalahandi,206,Kesinga APMC,20.236732892942378,83.22543066524165
OR,Odisha,431,Kalahandi,1528,Mukhiguda APMC,19.421687288279298,82.93573056124445
OR,Odisha,432,Kandhamal,1524,Kandhamal APMC,20.138707633704524,84.01159458957224
OR,Odisha,432,Kandhamal,208,Tikabali APMC,20.203493779145766,84.38340742639139
OR,Odisha,433,Kendrapara,3302,Chatta Krushak Bazar APMC,20.117633383065716,86.39673832632087
OR,Odisha,433,Kendrapara,3300,Gopa APMC,20.578138574950287,86.72312780329388
OR,Odisha,433,Kendrapara,203,Kendrapara APMC,20.460594626016448,86.55614524054555
OR,Odisha,433,Kendrapara,2720,Kendrapara(Marshaghai) APMC,20.39318397291788,86.45255532051424
OR,Odisha,433,Kendrapara,3301,Pattamundai APMC,20.512206625183495,86.56713678311495
OR,Odisha,434,Keonjhar,1522,Anandapur APMC,21.37727238377367,85.43988369815641
OR,Odisha,434,Keonjhar,1521,Champua APMC,21.74419480004631,85.16091748786869
OR,Odisha,434,Keonjhar,1520,Keonjhar APMC,21.577840455046093,85.5154560862175
OR,Odisha,434,Keonjhar,2721,Keonjhar(Dhekikote) APMC,21.582307637425743,85.41969123274282
OR,Odisha,434,Keonjhar,2715,Keonjhar(Jhumpura) APMC,21.551694648160534,85.02436110005274
OR,Odisha,434,Keonjhar,3092,Saharpada APMC,21.431858952451908,85.53037570928791
OR,Odisha,435,Khurda,3309,Aiginia Mandi APMC,20.071341441261293,85.66516332012111
OR,Odisha,435,Khurda,1523,Balugaon APMC,20.383479250904767,82.64453231380945
OR,Odisha,435,Khurda,3303,Damana Hat APMC,20.19023733052979,85.33802330538586
OR,Odisha,435,Khurda,1123,Jatni APMC,20.147876669724017,85.73097262022505
OR,Odisha,436,Koraput,211,Jeypore APMC,18.834798597067454,82.52554911455732
OR,Odisha,436,Koraput,2717,Jeypore(Kotpad) APMC,18.92106610629342,82.78739936289463
OR,Odisha,436,Koraput,591,Koraput APMC,18.769312065413686,82.59161261022182
