statecode,state,districtcode,districtname,marketcode,marketname,latitude,longitude
AN,Andaman and Nicobar,1,Nicobar,3365,Car Nicobar APMC,12.63913738304127,92.90201992493812
AN,Andaman and Nicobar,2,North and Middle Andaman,3367,Diglipur APMC,12.587130841522896,92.80304461404619
AN,Andaman and Nicobar,2,North and Middle Andaman,345,Mayabandar APMC,12.579549070931007,92.90602719831915
AP,Andhra Pradesh,710,Alluri Sitharama Raju,4688,Araku Valley APMC,18.33662156134095,82.92566670246775
AP,Andhra Pradesh,710,Alluri Sitharama Raju,4771,Rampachodvaram APMC,17.847031821660995,82.25293435084849
AP,Andhra Pradesh,714,Anakapalli,4738,Madygula APMC,17.816068539832816,82.74619583553891
AP,Andhra Pradesh,714,Anakapalli,4758,Payakaraopeta APMC,17.385675029732663,82.61624914351142
AP,Andhra Pradesh,4,Anantapur,837,Anantapur APMC,14.754169636091286,77.6032250376943
AP,Andhra Pradesh,4,Anantapur,365,Dharmavaram APMC,14.591722909632827,77.59127921117988
AP,Andhra Pradesh,4,Anantapur,882,Gooti APMC,15.082606787065204,77.5650359178179
AP,Andhra Pradesh,4,Anantapur,885,Guntakal APMC,15.145108556144747,77.37867746296821
AP,Andhra Pradesh,4,Anantapur,888,Hindupur APMC,13.79508398350546,77.54186515978488
AP,Andhra Pradesh,4,Anantapur,902,Kadiri APMC,15.121688030530843,77.56370263670037
AP,Andhra Pradesh,4,Anantapur,905,Kalyandurg APMC,14.564134936945607,77.17730591086557
AP,Andhra Pradesh,4,Anantapur,939,Madakasira APMC,13.985621870301541,77.44187039502573
AP,Andhra Pradesh,4,Anantapur,1182,"P. Ramacharyulu Park,RBZ APMC",14.791053248720235,77.45950615880182
AP,Andhra Pradesh,4,Anantapur,364,Penukonda APMC,13.991367739142438,77.5100061338417
AP,Andhra Pradesh,4,Anantapur,1009,RAYADURG APMC,14.641296908411467,76.87909953209673
AP,Andhra Pradesh,4,Anantapur,4773,Rapthadu APMC,14.615920937906061,77.50305918450054
AP,Andhra Pradesh,4,Anantapur,4782,Singanamala APMC,14.934464059161817,77.73845550217862
AP,Andhra Pradesh,4,Anantapur,1027,Tadipatri APMC,14.914308188197294,78.04904913353161
AP,Andhra Pradesh,4,Anantapur,2812,Tenakallu APMC,14.31272935832414,77.1470062607113
AP,Andhra Pradesh,4,Anantapur,1043,Urvakonda APMC,14.949212553879105,77.21825216913227
AP,Andhra Pradesh,709,Annamayya,4687,Angallu APMC,13.600471614915444,78.54693878608748
AP,Andhra Pradesh,709,Annamayya,4790,Valmikipuram APMC,13.728818926648488,78.71539429963654
AP,Andhra Pradesh,716,Bapatla,4794,Vemuru APMC,16.179221089432442,80.6833184802825
AP,Andhra Pradesh,5,Chittor,843,Bangarupalyam APMC,13.157920910927244,78.98070880524563
AP,Andhra Pradesh,5,Chittor,857,Chittoor APMC,13.233958979423077,79.05188444148834
AP,Andhra Pradesh,5,Chittor,3318,Chittor(Rythu Bazar) APMC,13.230732724558706,79.22792575611999
AP,Andhra Pradesh,5,Chittor,3014,Kalikiri APMC,13.404628217914997,78.97224690523745
AP,Andhra Pradesh,5,Chittor,930,Kuppam APMC,12.750428661322958,78.32889919934681
AP,Andhra Pradesh,5,Chittor,938,Madanapalli APMC,12.857039837516277,78.37501029654648
AP,Andhra Pradesh,5,Chittor,1987,Mulakalacheruvu APMC,13.724765383303607,78.33891903302924
AP,Andhra Pradesh,5,Chittor,1988,Nagalapuram APMC,13.395905625020037,79.74111891442921
AP,Andhra Pradesh,5,Chittor,958,Nagari APMC,13.313820527110758,79.63711519916009
AP,Andhra Pradesh,5,Chittor,978,Pakala APMC,13.38279333517598,79.12601909580758
AP,Andhra Pradesh,5,Chittor,361,Palamaner APMC,13.208312628177499,78.72476811253293
AP,Andhra Pradesh,5,Chittor,4761,Penumuru APMC,13.333710586642152,79.19673557217116
AP,Andhra Pradesh,5,Chittor,990,Piler APMC,13.608937041353208,78.92286701958783
AP,Andhra Pradesh,5,Chittor,999,Punganur APMC,13.270936517062774,78.55582911444483
AP,Andhra Pradesh,5,Chittor,1001,Puttur APMC,13.16621974497418,78.93464378449805
AP,Andhra Pradesh,5,Chittor,3446,Rompicherla APMC,13.766365920310262,79.05358693492852
AP,Andhra Pradesh,5,Chittor,4776,S.R.Puram APMC,13.224317837085366,79.15177501794149
AP,Andhra Pradesh,5,Chittor,1022,Somala APMC,13.488133108889686,78.78391086542204
AP,Andhra Pradesh,5,Chittor,1024,Srikalahasti APMC,13.699495991027577,79.71087949914876
AP,Andhra Pradesh,5,Chittor,1034,Thambalapalli APMC,13.891816271510768,78.46497207244144
AP,Andhra Pradesh,5,Chittor,1035,Thottambedu APMC,12.654546453278678,78.31447044637194
AP,Andhra Pradesh,5,Chittor,1038,Tirupati APMC,14.02485393327261,79.99940958269435
AP,Andhra Pradesh,5,Chittor,1181,V.Kota Mkt.Yard APMC,13.056597237041968,78.99208474441258
AP,Andhra Pradesh,5,Chittor,1052,Vayalapadu APMC,13.651766315285222,78.5141778681182
AP,Andhra Pradesh,5,Chittor,2264,Vepanjari APMC,13.181615838191123,79.27331085891139
AP,Andhra Pradesh,6,Cuddapah,362,Badvel APMC,14.644460966782798,78.77410909019883
AP,Andhra Pradesh,6,Cuddapah,1,Cuddapah APMC,14.368696034637722,78.89028811646888
AP,Andhra Pradesh,6,Cuddapah,900,Jammalamadugu APMC,14.50509010632775,78.80936970588463
AP,Andhra Pradesh,6,Cuddapah,908,Kamalapuram APMC,14.28858245954568,78.90149340567898
AP,Andhra Pradesh,6,Cuddapah,916,Koduru APMC,14.052613809238135,79.2640907186319
AP,Andhra Pradesh,6,Cuddapah,933,Lakkireddipally APMC,14.33207311997976,78.88785670280616
AP,Andhra Pradesh,6,Cuddapah,956,Mydukur APMC,14.43053057945523,78.79308600896006
AP,Andhra Pradesh,6,Cuddapah,997,Proddatur APMC,14.633476675062546,78.73752721348187
AP,Andhra Pradesh,6,Cuddapah,2867,"Proddatur,RBZ APMC",14.315049561576508,78.70697562023325
AP,Andhra Pradesh,6,Cuddapah,998,Pulivendala APMC,14.375445571505495,78.73929868277409
AP,Andhra Pradesh,6,Cuddapah,1002,Rajampet APMC,14.6878251937242,79.08102246583285
AP,Andhra Pradesh,6,Cuddapah,363,Rayachoti APMC,14.339263040749739,78.99692467675939
AP,Andhra Pradesh,6,Cuddapah,1990,Siddavatam APMC,14.555509692309421,79.03049292647565
AP,Andhra Pradesh,6,Cuddapah,1020,Siddout APMC,14.726835979080116,78.91769333841634
AP,Andhra Pradesh,6,Cuddapah,4781,Simhadhripuram APMC,14.91080553121494,78.79541072480191
AP,Andhra Pradesh,6,Cuddapah,4798,Yerraguntla APMC,14.24590990281674,78.5265168837646
AP,Andhra Pradesh,7,East Godavari,831,Alamuru APMC,16.88624887666376,81.63171109334581
AP,Andhra Pradesh,7,East Godavari,832,Allavaram APMC,16.90299595404167,81.66573459661583
AP,Andhra Pradesh,7,East Godavari,1162,"Amalapuram(Mpl. Gate),RBZ APMC",16.64702583925532,82.02587166122312
AP,Andhra Pradesh,7,East Godavari,835,Ambajipeta APMC,17.06865265077988,81.68163066418455
AP,Andhra Pradesh,7,East Godavari,839,Anaparthy APMC,16.889770676740028,81.99142982972647
AP,Andhra Pradesh,7,East Godavari,1161,"Ganesh Chouk,Rajahmundry,RBZ APMC",17.00026387683573,81.77126280826263
AP,Andhra Pradesh,7,East Godavari,1998,Jaggampet APMC,17.078499680811746,81.7554056925367
AP,Andhra Pradesh,7,East Godavari,904,Kakinada APMC,17.026422051847124,81.6959329487483
AP,Andhra Pradesh,7,East Godavari,2843,"Kakinada(R.T.C) ,RBZ APMC",16.934762684480987,82.05428494064695
AP,Andhra Pradesh,7,East Godavari,3127,Karapa APMC,17.013675179247493,81.77552013498564
AP,Andhra Pradesh,7,East Godavari,925,Kothapeta APMC,16.96581985572193,81.71470314185478
AP,Andhra Pradesh,7,East Godavari,3369,Mandapeta APMC,17.00720063950567,81.73742010678662
AP,Andhra Pradesh,7,East Godavari,955,Mummidivaram APMC,16.95886762053908,81.76498568052858
AP,Andhra Pradesh,7,East Godavari,960,Nagaram APMC,16.993249992795533,81.75023195648127
AP,Andhra Pradesh,7,East Godavari,352,Peddapuram APMC,16.996797419666276,81.69939331768566
AP,Andhra Pradesh,7,East Godavari,992,Pithapuram APMC,16.90590079937185,81.77354689341169
AP,Andhra Pradesh,7,East Godavari,1999,Prattipadu APMC,17.02715185274194,81.72175052457115
AP,Andhra Pradesh,7,East Godavari,1003,Rajahmundry APMC,16.93268479853217,81.73646994413971
AP,Andhra Pradesh,7,East Godavari,1160,"Rajahmundry(Nataraj),RBZ APMC",16.98516633537325,81.70379325149467
AP,Andhra Pradesh,7,East Godavari,4768,Rajanagaram APMC,16.965445051432322,81.76773962503594
AP,Andhra Pradesh,7,East Godavari,1007,Ramachandrapuram APMC,16.928305139048785,81.67827216305844
AP,Andhra Pradesh,7,East Godavari,1163,"Ravulapalem(MY),RBZ APMC",17.039361004609074,81.79322788964939
AP,Andhra Pradesh,7,East Godavari,2411,Ravulapelem APMC,17.04679003600865,81.67900523692245
AP,Andhra Pradesh,7,East Godavari,1010,Razole APMC,16.935758243802745,81.73216507257135
AP,Andhra Pradesh,7,East Godavari,3396,Samalkot APMC,17.07703617576009,81.78447343370482
AP,Andhra Pradesh,7,East Godavari,2811,Sampara APMC,16.972495643383397,81.75093536229382
AP,Andhra Pradesh,7,East Godavari,3011,Tellarevu APMC,16.99875449798751,81.66114256898443
AP,Andhra Pradesh,7,East Godavari,1040,Tuni APMC,17.01511816857113,81.69624162144659
AP,Andhra Pradesh,8,Guntur,845,Bapatla APMC,15.956872648216327,80.0934843093688
AP,Andhra Pradesh,8,Guntur,1172,"CSMLS Point, ,RBZ,Guntur APMC",16.190663920047427,80.70185108722187
AP,Andhra Pradesh,8,Guntur,357,Chilakaluripet APMC,16.344595405811503,80.4757994802654
AP,Andhra Pradesh,8,Guntur,1060,Duggirala APMC,16.354430161587903,80.71937688587685
AP,Andhra Pradesh,8,Guntur,1174,"Gandhi Irvin Park(Tenali),RBZ APMC",15.910010901600758,80.54049829604214
AP,Andhra Pradesh,8,Guntur,886,Guntur APMC,16.32573359040363,80.36583142126946
AP,Andhra Pradesh,8,Guntur,895,Ipur APMC,16.06630111220013,79.81789790146927
AP,Andhra Pradesh,8,Guntur,928,Krosuru APMC,16.561162651427395,80.04938380479776
AP,Andhra Pradesh,8,Guntur,3013,Kuchinapudi APMC,15.998593032215206,80.84678754523115
AP,Andhra Pradesh,8,Guntur,936,Macharla APMC,16.261135480998693,80.45178987716564
AP,Andhra Pradesh,8,Guntur,947,Mangalagiri APMC,16.337147132086706,80.57278458705994
AP,Andhra Pradesh,8,Guntur,1173,"Mangalagiri(SLNS Temple),RBZ APMC",16.268778967075413,80.4261533066387
AP,Andhra Pradesh,8,Guntur,356,Narasaraopet APMC,16.22494856618964,80.08193805855566
AP,Andhra Pradesh,8,Guntur,1175,"Nr. Co-op Central Bank(Ten),RBZ APMC",16.16767936664011,80.13446991297543
AP,Andhra Pradesh,8,Guntur,1171,"Opp:Swami Theatre, ,RBZ,Guntur APMC",16.323647083388316,80.6118893505836
AP,Andhra Pradesh,8,Guntur,4762,Phirangipuram APMC,16.282457608153372,80.19075623149095
AP,Andhra Pradesh,8,Guntur,2001,Pidugurala APMC,16.395434915008188,79.93922429332642
AP,Andhra Pradesh,8,Guntur,981,Pidugurala(Palnadu) APMC,16.431556023269977,79.931192385447
AP,Andhra Pradesh,8,Guntur,996,Ponnur APMC,16.114697540001718,80.5789839551388
AP,Andhra Pradesh,8,Guntur,4763,Prathipadu APMC,16.180206027440963,80.35057646313172
AP,Andhra Pradesh,8,Guntur,1011,Repalli APMC,16.044900751321595,80.57624782622878
AP,Andhra Pradesh,8,Guntur,1018,Sattenapalli APMC,16.396725576069734,80.18480600070366
AP,Andhra Pradesh,8,Guntur,1029,Tadikonda APMC,16.480304449146157,80.50165315996001
AP,Andhra Pradesh,8,Guntur,1033,Tenali APMC,16.253046315484912,80.67924489638511
AP,Andhra Pradesh,8,Guntur,1050,Vinukonda APMC,16.0746366679841,79.7178367069537
AP,Andhra Pradesh,9,Krishna,1170,"Bapulapadu,RBZ APMC",16.622146807480924,80.93419523229414
AP,Andhra Pradesh,9,Krishna,870,Divi APMC,16.29711202146955,81.13289803407044
AP,Andhra Pradesh,9,Krishna,878,Gannavaram APMC,16.600231259623403,80.78242378112786
AP,Andhra Pradesh,9,Krishna,4709,Ghantsala HQ Kodali APMC,16.145612465531013,80.81276350205633
AP,Andhra Pradesh,9,Krishna,355,Gudiwada APMC,16.406626033329367,80.87593416515199
AP,Andhra Pradesh,9,Krishna,4712,Gudlavalleru APMC,16.344852994886818,81.04901999844755
AP,Andhra Pradesh,9,Krishna,897,Jaggayyapeta APMC,16.944784411158547,80.10625171646836
AP,Andhra Pradesh,9,Krishna,354,Kaikaluru APMC,16.565199692647116,81.27146950157712
AP,Andhra Pradesh,9,Krishna,2000,Kalidindi APMC,16.515037220912827,81.28590236906442
AP,Andhra Pradesh,9,Krishna,910,Kanchekacherla APMC,16.593753267270326,80.35664779601942
AP,Andhra Pradesh,9,Krishna,1168,"Kedareshwari peta, Vijayawada,RBZ APMC",16.53575330560257,80.93254939234106
AP,Andhra Pradesh,9,Krishna,935,Machilipatnam APMC,16.17876056884508,81.07158396257054
AP,Andhra Pradesh,9,Krishna,944,Malleswaram APMC,16.29372201271833,81.32956586554012
AP,Andhra Pradesh,9,Krishna,953,Movva Hqs APMC,16.162642356413976,80.95586434338611
AP,Andhra Pradesh,9,Krishna,957,Mylavaram APMC,16.739678156245414,80.66607378527445
AP,Andhra Pradesh,9,Krishna,965,Nandigama APMC,16.30044220212161,81.08191378153931
AP,Andhra Pradesh,9,Krishna,975,Nuzvid APMC,16.574255879302132,80.83496677514383
AP,Andhra Pradesh,9,Krishna,982,Pamarru APMC,16.373972776141937,81.03903721932038
AP,Andhra Pradesh,9,Krishna,1169,"Patamata,RBZ APMC",17.710227697904493,82.96917517866434
AP,Andhra Pradesh,9,Krishna,4760,Pedana APMC,16.265269320826302,81.07767560340983
AP,Andhra Pradesh,9,Krishna,3148,Penamaluru APMC,16.48483674783417,80.73507447765847
AP,Andhra Pradesh,9,Krishna,1039,Tiruvuru APMC,17.176193644806947,80.62480880493193
AP,Andhra Pradesh,9,Krishna,1049,Vijayawada APMC,16.491732176040905,80.76231625875378
AP,Andhra Pradesh,9,Krishna,1167,"Vijayawada(S.Maidan),RBZ APMC",15.921660095741704,81.0762893729314
AP,Andhra Pradesh,9,Krishna,1053,Vuyyur APMC,16.349201598178468,80.86284871845422
AP,Andhra Pradesh,10,Kurnool,2871,"A.A.Nagar,Kurnool,RBZ APMC",15.777530559802392,77.99743558396362
AP,Andhra Pradesh,10,Kurnool,828,Adoni APMC,15.591551054231608,77.24797682857144
AP,Andhra Pradesh,10,Kurnool,366,Allagadda APMC,15.188776582888202,78.50346337256664
AP,Andhra Pradesh,10,Kurnool,833,Alur APMC,15.385883565923901,77.2487170721012
AP,Andhra Pradesh,10,Kurnool,841,Atmakur APMC,15.867839976944301,78.09297559824337
AP,Andhra Pradesh,10,Kurnool,844,Banaganapalli APMC,15.793692864534112,78.02773231108549
AP,Andhra Pradesh,10,Kurnool,1183,"C.Camp,RBZ APMC",15.775610367285715,78.0531224738777
AP,Andhra Pradesh,10,Kurnool,869,Dhone APMC,15.821202707967464,77.9785252220398
AP,Andhra Pradesh,10,Kurnool,4728,Kodumur APMC,15.679388075859034,77.78533517709694
AP,Andhra Pradesh,10,Kurnool,918,Koilkunta APMC,15.20092108355359,78.33423115792456
AP,Andhra Pradesh,10,Kurnool,1184,"Kothpet,RBZ APMC",15.589290578285757,77.48122096349047
AP,Andhra Pradesh,10,Kurnool,931,Kurnool APMC,15.900957752153058,78.01793796732656
AP,Andhra Pradesh,10,Kurnool,3326,Kurnool(Rythu Bazar) APMC,15.534186813507088,77.30566236610396
AP,Andhra Pradesh,10,Kurnool,4740,Mantralayam APMC,15.83207787430524,77.46716017350536
AP,Andhra Pradesh,10,Kurnool,367,Nandikotkur APMC,15.793036786630058,78.02815519856622
AP,Andhra Pradesh,10,Kurnool,964,Nandyal APMC,15.611148997804031,78.26819949808706
AP,Andhra Pradesh,10,Kurnool,987,Pattikonda APMC,15.436556848676982,77.51722613095305
AP,Andhra Pradesh,10,Kurnool,1059,Yemmiganur APMC,15.749008078451956,77.36445597925965
AP,Andhra Pradesh,715,Nandyal,4755,Panyam APMC,15.491744967737466,78.38773706768404
AP,Andhra Pradesh,11,Nellore,360,Atmakur(SPS) APMC,14.438507732644537,80.0221671342614
AP,Andhra Pradesh,11,Nellore,1180,"Fatehkhanpet,RBZ APMC",14.322565123005386,79.98198683206675
AP,Andhra Pradesh,11,Nellore,884,Gudur APMC,14.405392954981219,80.07308124421428
AP,Andhra Pradesh,11,Nellore,914,Kavali APMC,14.837412261815452,79.9910380264393
AP,Andhra Pradesh,11,Nellore,926,Kovur APMC,14.467187363396711,79.95789410150311
AP,Andhra Pradesh,11,Nellore,961,Naidupet APMC,14.274990663497663,79.92611721054293
AP,Andhra Pradesh,11,Nellore,973,Nellore APMC,14.42014225721814,79.97872879239699
AP,Andhra Pradesh,11,Nellore,1179,"Nellore(Play Ground),RBZ APMC",14.48338084933367,80.02027750706334
AP,Andhra Pradesh,11,Nellore,1008,Rapur APMC,14.185928935439355,79.55269642797032
AP,Andhra Pradesh,11,Nellore,4779,Sarvepalli APMC,14.329683286443636,79.9453489135404
AP,Andhra Pradesh,11,Nellore,1025,Sullurpet APMC,13.711562930021406,79.9433420814955
AP,Andhra Pradesh,11,Nellore,1041,Udayagiri APMC,14.817720841948345,79.33060339845385
AP,Andhra Pradesh,11,Nellore,1045,Vakadu APMC,14.05931448456589,80.04762529905818
AP,Andhra Pradesh,11,Nellore,1047,Venkatagiri APMC,14.81540391884446,79.47027439255704
AP,Andhra Pradesh,712,Palnadu,4703,Durgi APMC,16.383021045857348,79.56240906821219
AP,Andhra Pradesh,712,Palnadu,4713,Gurazala APMC,16.61128825131143,79.60157819089629
AP,Andhra Pradesh,712,Palnadu,4770,Rajupalem APMC,16.377213416868763,80.06208601695717
AP,Andhra Pradesh,712,Palnadu,4775,Rompicherla APMC,16.17245895233311,79.86267204943795
AP,Andhra Pradesh,12,Prakasam,826,Addanki APMC,15.69590606350894,79.79355320624494
AP,Andhra Pradesh,12,Prakasam,861,Chirala APMC,15.242773603086262,79.36776821004804
AP,Andhra Pradesh,12,Prakasam,864,Cumbum(AP) APMC,15.573768838080337,79.1330412266956
AP,Andhra Pradesh,12,Prakasam,358,Darsi APMC,15.758313474036093,79.75603514169748
AP,Andhra Pradesh,12,Prakasam,1178,"Dibbala Bazar,RBZ APMC",15.609406267546852,79.17129530977385
AP,Andhra Pradesh,12,Prakasam,880,Giddalur APMC,15.369483115087148,78.9557321144054
AP,Andhra Pradesh,12,Prakasam,911,Kandukur APMC,15.65614729554509,79.04342674303955
AP,Andhra Pradesh,12,Prakasam,912,Kanigiri APMC,15.429719021420482,79.52921100051734
AP,Andhra Pradesh,12,Prakasam,920,Kondapi APMC,15.435079204000658,79.86948138043324
AP,Andhra Pradesh,12,Prakasam,1176,"Kothapatnam B.Stand,RBZ APMC",15.548945800209383,80.03315702115103
AP,Andhra Pradesh,12,Prakasam,1177,"Lawyer pet (Sai tmpl),RBZ APMC",15.414928129256197,80.02556184087874
AP,Andhra Pradesh,12,Prakasam,937,Maddipadu APMC,15.581257184306487,80.00213900705556
AP,Andhra Pradesh,12,Prakasam,948,Markapur APMC,15.717610254447408,79.284578083768
AP,Andhra Pradesh,12,Prakasam,1866,Martur APMC,15.763136159120837,79.07540733220341
AP,Andhra Pradesh,12,Prakasam,976,Ongole APMC,15.480980583554517,80.0494496617034
AP,Andhra Pradesh,12,Prakasam,3330,Ongole(Rythu Bazar) APMC,15.544511404423789,80.07557665979775
AP,Andhra Pradesh,12,Prakasam,983,Parchur APMC,15.36948432769282,79.70584491602024
AP,Andhra Pradesh,12,Prakasam,993,Podili APMC,15.575195338036686,79.63913244650436
AP,Andhra Pradesh,12,Prakasam,1013,Santhamaguluru APMC,16.077665344490217,79.93647131989412
AP,Andhra Pradesh,12,Prakasam,4797,Yerragondapalem APMC,15.982645767992521,79.20746378899321
AP,Andhra Pradesh,713,Sri Sathya Sai,4710,Gorantla  APMC,14.144306735519018,77.8222592326658
AP,Andhra Pradesh,713,Sri Sathya Sai,4764,Puttaparthi  APMC,14.14931623664003,77.84638849476107
AP,Andhra Pradesh,13,Srikakulam,836,Amadalavalasa APMC,18.461621140396993,83.83875367958609
AP,Andhra Pradesh,13,Srikakulam,4706,Etcherla APMC,18.286101307571176,83.77885088931282
AP,Andhra Pradesh,13,Srikakulam,889,Hiramandalam APMC,18.725154683873846,83.98000816797007
AP,Andhra Pradesh,13,Srikakulam,894,Ichapuram APMC,19.10216186162885,84.69290556569304
AP,Andhra Pradesh,13,Srikakulam,4717,Jalumuru APMC,18.473218441347296,83.99232420106617
AP,Andhra Pradesh,13,Srikakulam,909,Kanchili APMC,18.999600669630574,84.53497939590517
AP,Andhra Pradesh,13,Srikakulam,923,Kothabommali APMC,18.44034502726038,84.2712031646984
AP,Andhra Pradesh,13,Srikakulam,351,Narasannapet APMC,18.488333882736846,84.07470770379912
AP,Andhra Pradesh,13,Srikakulam,979,Palakonda APMC,18.44970988098519,83.95641935251805
AP,Andhra Pradesh,13,Srikakulam,4754,Palasa APMC,18.75240508992009,84.37444793774416
AP,Andhra Pradesh,13,Srikakulam,988,Pathapatnam APMC,18.67067217083443,84.05949171240684
AP,Andhra Pradesh,13,Srikakulam,995,Ponduru APMC,18.383130278301266,83.70644227495593
AP,Andhra Pradesh,13,Srikakulam,1004,Rajam APMC,18.76445792265353,84.57849244886786
AP,Andhra Pradesh,13,Srikakulam,1219,Sompeta APMC,19.029828946729037,84.61822990980177
AP,Andhra Pradesh,13,Srikakulam,1023,Srikakulam APMC,18.253271049202887,83.9458730688643
AP,Andhra Pradesh,13,Srikakulam,1032,Tekkali APMC,18.758219874051335,84.31059318126758
AP,Andhra Pradesh,711,Tirupathi,4690,B.N.Kandriga APMC,13.743544464145769,79.86456495424083
AP,Andhra Pradesh,711,Tirupathi,4698,Chandragiri APMC,13.589807030075937,79.31993025720662
AP,Andhra Pradesh,711,Tirupathi,4783,Thiruchanur APMC,13.617763797579975,79.55046147629429
AP,Andhra Pradesh,14,Vijayanagaram,852,Bobbili APMC,16.822469720836846,82.67135864259052
AP,Andhra Pradesh,14,Vijayanagaram,855,Chipurupalli APMC,16.811992857676263,82.25738542636893
AP,Andhra Pradesh,14,Vijayanagaram,874,Gajapathinagaram APMC,17.595673760994043,82.85295989363469
AP,Andhra Pradesh,14,Vijayanagaram,924,Kothavalasa APMC,17.416661083178834,82.50574734421468
AP,Andhra Pradesh,14,Vijayanagaram,932,Kurupam APMC,17.471814149218982,82.33314609932009
AP,Andhra Pradesh,14,Vijayanagaram,4741,Merakamudidam APMC,17.4981867665926,82.19002891384696
AP,Andhra Pradesh,14,Vijayanagaram,1148,"Old Maharaj Hospital,RBZ,Vizianagaram APMC",17.44407799203331,82.63826418779249
AP,Andhra Pradesh,14,Vijayanagaram,984,Parvathipuram APMC,17.283861814021474,82.64418395297193
AP,Andhra Pradesh,14,Vijayanagaram,1000,Pusapatirega APMC,16.97662772083472,82.24582900242484
AP,Andhra Pradesh,14,Vijayanagaram,1149,"R and B Guest House,RBZ,Vizianagaram APMC",18.179294154392977,83.38224852790806
AP,Andhra Pradesh,14,Vijayanagaram,1150,"Ring Road Jn.,RBZ, Vizianagaram APMC",17.213217182001117,82.16312141261403
AP,Andhra Pradesh,14,Vijayanagaram,1012,Saluru APMC,17.305458961472294,82.47729354651763
AP,Andhra Pradesh,14,Vijayanagaram,18,Vijayanagaram APMC,17.149783463302317,82.42535314389039
AP,Andhra Pradesh,14,Vijayanagaram,3333,Vijayanagaram(Rythu Bazar) APMC,17.267006333251512,82.06345204650948
AP,Andhra Pradesh,15,Visakhapatnam,1152,"Akkaiahpalem,RBZ,Visakhapatnam APMC",17.742269525966314,83.29403138147661
AP,Andhra Pradesh,15,Visakhapatnam,1609,Anakapally APMC,17.650776508680412,83.24273549586492
AP,Andhra Pradesh,15,Visakhapatnam,2003,Bheemunipatnam APMC,17.913635270394863,83.3964389188567
AP,Andhra Pradesh,15,Visakhapatnam,847,Bhimunipatnam APMC,17.884322828370944,83.45805708331837
AP,Andhra Pradesh,15,Visakhapatnam,859,Chintapally APMC,17.648772438010727,83.28149408824702
AP,Andhra Pradesh,15,Visakhapatnam,863,Chodavaram APMC,17.85175163980298,82.87662446173266
AP,Andhra Pradesh,15,Visakhapatnam,1159,"Gajuwaka,RBZ,Visakhapatnam APMC",17.71464204682968,83.19166874745973
AP,Andhra Pradesh,15,Visakhapatnam,1156,"Gopala Patnam Cent.,RBZ,Visakhapatnam APMC",17.74669818542267,83.20306192669979
AP,Andhra Pradesh,15,Visakhapatnam,1212,"Kancharlapalem,RBZ APMC",17.653897730296595,83.27157463606504
AP,Andhra Pradesh,15,Visakhapatnam,1153,"M.V.P.Colony,RBZ,Visakhapatnam APMC",17.732013148302478,83.30434350275632
AP,Andhra Pradesh,15,Visakhapatnam,1157,"Marripalem,RBZ,Visakhapatnam APMC",17.70549405527895,83.30121586187084
AP,Andhra Pradesh,15,Visakhapatnam,1155,"Mulagada,Visakhapatnam APMC",17.726844502020764,83.23399718346141
AP,Andhra Pradesh,15,Visakhapatnam,969,Narsipatnam APMC,17.91657883245079,83.36630882887505
AP,Andhra Pradesh,15,Visakhapatnam,977,Paderu APMC,18.166637738025727,82.68254445673954
AP,Andhra Pradesh,15,Visakhapatnam,1158,"Pedagantiyada,RBZ,Visakhapatnam APMC",17.607358265604166,83.26105302768609
AP,Andhra Pradesh,15,Visakhapatnam,1154,"Peddavaltair,RBZ,Visakhapatnam APMC",17.729165901456874,83.36216753108742
AP,Andhra Pradesh,15,Visakhapatnam,2841,"Pendurthi,RBZ APMC",17.829143290157056,83.22158015557541
AP,Andhra Pradesh,15,Visakhapatnam,1151,"Seethammadhara,RBZ,Visakhapatnam APMC",17.799986425987658,83.39623135844768
AP,Andhra Pradesh,15,Visakhapatnam,838,Visakhapatnam APMC,17.68161114341937,83.26608311501701
AP,Andhra Pradesh,15,Visakhapatnam,1058,Yellamanchili APMC,17.64811024768141,82.82664730600109
AP,Andhra Pradesh,16,West Godavari,825,Achanta APMC,16.653552530594904,81.60359739699335
AP,Andhra Pradesh,16,West Godavari,829,Akiveedu APMC,16.679905480598407,81.64263436898638
AP,Andhra Pradesh,16,West Godavari,842,Attili APMC,16.580713368984203,81.65675389255122
AP,Andhra Pradesh,16,West Godavari,849,Bhimadole APMC,16.73341660469005,81.57969808762259
AP,Andhra Pradesh,16,West Godavari,848,Bhimavaram APMC,16.559024420094225,81.62932020752508
AP,Andhra Pradesh,16,West Godavari,860,Chintalapudi APMC,16.703740719665355,81.70167027048073
AP,Andhra Pradesh,16,West Godavari,3012,Denduluru APMC,16.606198099952504,81.59890283740316
AP,Andhra Pradesh,16,West Godavari,872,Eluru APMC,16.680479364886274,81.59394801398837
AP,Andhra Pradesh,16,West Godavari,1164,"Eluru(P.Sri.Mkt),RBZ APMC",16.709489964985494,81.02546872375159
AP,Andhra Pradesh,16,West Godavari,1166,"Eluru-II,RBZ APMC",16.449992800647163,81.60888292719916
AP,Andhra Pradesh,16,West Godavari,883,Gopalavaram APMC,16.71285446039942,81.57236845927694
AP,Andhra Pradesh,16,West Godavari,927,Kovvur APMC,16.637977862744393,81.60239810140632
